226.1222,226.0,1.0894343302833815,223.0,229.0,6.0,0.0446,0.0458,0.000600120024004801,0.0,0.811376180442354,-2.0,2.0,4.0,-0.00040008001600320064,0.00040008001600320064,0.613122624524905,0.562789887817672,-0.00040016006402561027,0.0,1.5141059562245451,-4.0,4.0,8.0,-0.0008003201280512205,0.0008003201280512205,1.2240896358543418,1.123601122002401,2
227.0036,227.0,1.2234324828121903,216.0,233.0,17.0,0.0432,0.0466,-0.00040008001600320064,0.0,0.6174755826646354,-3.0,3.0,6.0,-0.000600120024004801,0.000600120024004801,0.3500700140028006,0.2861375833328597,-0.00020008003201280514,0.0,1.0665153266412903,-3.0,4.0,7.0,-0.0006002400960384153,0.0008003201280512205,0.6780712284913966,0.5542367380444055,2
226.7592,227.0,0.6852848750702148,223.0,230.0,7.0,0.0446,0.046,0.0,0.0,0.4639429368033551,-1.0,2.0,3.0,-0.00020004000800160032,0.00040008001600320064,0.21444288857771554,0.3129251737180739,0.0,0.0,0.8162514971518527,-3.0,3.0,6.0,-0.0006002400960384153,0.0006002400960384153,0.42857142857142855,0.6253916351612412,2
227.014,227.0,0.743373392044671,225.0,231.0,6.0,0.045,0.0462,-0.00040008001600320064,0.0,0.48171179061534,-1.0,2.0,3.0,-0.00020004000800160032,0.00040008001600320064,0.23084616923384677,0.3105386494920102,0.0,0.0,0.8399298737853957,-3.0,3.0,6.0,-0.0006002400960384153,0.0006002400960384153,0.4601840736294518,0.6190483524890521,2
209.2858,209.0,3.809897421191285,152.0,228.0,76.0,0.0304,0.0456,-0.001200240048009602,0.0,3.2385330288492864,-22.0,10.0,32.0,-0.004400880176035207,0.002000400080016003,2.7861572314462895,0.7312945529580975,0.0020008003201280513,0.0,6.152620408700408,-17.0,16.0,33.0,-0.003401360544217687,0.003201280512204882,5.4025610244097635,1.4180331980488026,2
205.7746,206.0,3.0199660329215625,172.0,231.0,59.0,0.0344,0.0462,-0.0014002800560112022,0.0,3.4189670818522484,-31.0,13.0,44.0,-0.00620124024804961,0.002600520104020804,2.9287857571514304,0.9698075161190065,-0.001800720288115246,0.0,6.588259164774286,-27.0,36.0,63.0,-0.005402160864345739,0.007202881152460984,5.734493797519008,1.8988603629993046,2
204.4686,204.0,11.751196281230266,99.0,326.0,227.0,0.0198,0.0652,-0.0008001600320064013,0.0,5.140358354888821,-26.0,40.0,66.0,-0.005201040208041608,0.008001600320064013,4.314462892578516,0.3671509512159065,-0.00040016006402561027,0.0,9.076880286873507,-18.0,27.0,45.0,-0.003601440576230492,0.005402160864345739,7.944777911164466,0.6760824788412695,2
204.4648,204.0,2.96458444980068,189.0,221.0,32.0,0.0378,0.0442,0.000600120024004801,0.0,4.835418895515362,-10.0,11.0,21.0,-0.002000400080016003,0.0022004400880176033,4.213842768553711,1.4213940739104338,0.0014005602240896359,0.0,9.396697143470046,-17.0,17.0,34.0,-0.003401360544217687,0.003401360544217687,8.26390556222489,2.7875426395023095,2
204.8712,205.0,2.844540483100918,196.0,227.0,31.0,0.0392,0.0454,0.0008001600320064013,0.0,4.857274748608386,-9.0,12.0,21.0,-0.0018003600720144029,0.002400480096019204,4.234046809361872,1.4884818249259761,0.0006002400960384153,0.0,9.457461449600745,-17.0,21.0,38.0,-0.003401360544217687,0.004201680672268907,8.308323329331733,2.920796303898823,2
205.0794,205.0,3.2452265930131907,175.0,220.0,45.0,0.035,0.044,0.00020004000800160032,0.0,4.731794367423326,-9.0,10.0,19.0,-0.0018003600720144029,0.002000400080016003,4.128225645129026,1.2720916480891928,-0.0014005602240896359,0.0,9.201829573852049,-16.0,18.0,34.0,-0.003201280512204882,0.003601440576230492,8.086634653861545,2.491855166992549,2
